chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc,label
0.58916664,3480.087812146038,2504.470926831021,6288.875214041096,0.2838134765625,-30.356886,infected
0.5140662,2053.5943383447493,2075.6510721986247,4031.812229046243,0.11346188583815028,-10.1952,infected
0.5917002,3272.9871369278744,2757.119330464145,6803.111853966346,0.21081855969551283,-21.084427,infected
0.24401791,1103.2338474795,1048.688868908195,2071.4194589956646,0.05477781791907514,-25.017672,infected
0.45974737,2078.700669465479,1916.1006108588954,3902.1240234375,0.13308221726190475,-10.093711,infected
0.39253157,3040.047439248425,2441.0487866153585,5576.60701976103,0.18606175108932463,-24.962627,infected
0.4478468,2949.456740867992,2331.192189863865,5531.055206948138,0.19316717918882978,3.524767,infected
0.4774343,2606.342029000149,2780.5284040551774,5942.16554703251,0.12006205897177419,-20.441196,infected
0.5692343,3514.184543410007,3059.513896074605,7482.476010529891,0.16830134737318841,-12.111764,infected
0.3658503,3214.8264924269984,2926.1990959144678,6799.598277698864,0.18575402462121213,-8.891987,infected
0.40350598,1963.420895829282,1936.4255345914903,3709.632568359375,0.1097900390625,-7.1298738,infected
0.33400214,2320.295483274724,2070.1893634538146,4422.984200093284,0.1279296875,-8.6525,infected
0.57309073,1994.9626742174817,1961.7972043135865,4073.543701171875,0.1098876953125,-3.8274744,infected
0.4424406,1670.738116468082,2158.0451230554095,3359.5735875571645,0.0658643769054878,-22.35774,infected
0.34547925,1727.4524281067224,1541.4065767247016,3345.618700799141,0.10069030295801527,-19.988169,infected
0.53845,1229.4840818436205,1974.5763074955184,2493.2657877604165,0.027642144097222224,-6.2435746,infected
0.4735192,2707.228216631149,2651.260098590526,5667.91355298913,0.13356615149456522,-18.933353,infected
0.47646755,2406.207887091231,2449.8840118183552,5085.249737995427,0.11932521913109756,-19.976925,infected
0.5290303,2596.0884535031037,2648.7026153337442,5770.5045374428355,0.12760813643292682,-22.729061,infected
0.43340713,2558.996975267576,2386.6571607594065,4905.685456266108,0.15594041961984537,-23.10277,infected
0.44461527,2232.537727857529,2197.0288651465908,4113.178253173828,0.118316650390625,-10.487642,infected
0.48198462,3607.6136338859073,2237.290575322691,6209.436295804604,0.2405862502780249,-17.913948,infected
0.6042569,2317.11951196299,2876.261781159398,5905.431568950688,0.08657808916284404,-21.332777,infected
0.5225959,3437.5242944927313,3131.9474794184207,7586.380252322635,0.19277871621621623,-33.56224,infected
0.48977268,2982.43118257243,2619.792643816798,6004.632410962124,0.16165747000358166,-14.538722,infected
0.63314855,4013.391632257952,2671.7465774992133,7106.2261962890625,0.0658447265625,-29.602737,infected
0.42018366,1506.7537854243665,1405.3855061964105,3126.6360820584396,0.09616195076856149,-7.1122766,healthy
0.36038548,2242.9335661926552,2204.3925675338237,4466.212293836806,0.11965000482253087,-12.155409,healthy
0.41586277,1079.6313132843527,1536.1146411109935,2000.6643910419084,0.03244068119199536,-13.443596,healthy
0.35969797,2779.3994854443063,2300.402540467505,5092.139459425403,0.17565524193548387,-12.5372925,healthy
0.46405897,2478.9635203020666,2490.4213307909727,5091.878104154583,0.13246243293213458,-0.1297,healthy
0.4263086,2393.062430088132,2321.682467309757,4738.004141893852,0.12434631489269142,-7.6669874,healthy
0.31160936,2466.3684838713025,2146.438830425041,4585.523084034223,0.13392954248839908,-11.220976,healthy
0.5654366,1718.5178837641145,2283.9738442281173,3919.1928518343966,0.05086621773491879,-2.9854627,healthy
0.3761084,2540.1306357622425,2219.2587512832256,4849.542137199101,0.14009593423723898,-9.441405,healthy
0.39632908,2260.361890916623,1996.9521270248677,4013.4193508918215,0.12935148093097448,-13.584598,healthy
0.36783296,2292.805476046477,2212.8042927979054,4474.109991299304,0.1279455481438515,-5.168034,healthy
0.4101429,2688.5523203087764,2496.645698911559,5384.708180147059,0.14830027062908496,-18.819483,healthy
0.42623195,1869.2332424388662,1662.6638387028363,3308.2194388051043,0.1269871120939675,-14.321767,healthy
0.4111549,2339.053893242872,2220.627140261668,4384.00527706279,0.15193363906612528,-8.028029,healthy
0.46156338,2731.323701755063,1881.7817036384497,4700.89933046571,0.22407169564688717,-6.815783,healthy
0.48542148,2495.3634984576242,2459.626209624542,5090.129468169954,0.14005741553074247,-11.878656,infected
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,infected
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,infected
0.2741301,2149.0942246999966,2010.6188048389254,4112.017439910818,0.12199554089327146,-12.063625,infected
0.29980484,1585.0478497482952,1724.1239957572368,2654.2795415820765,0.09097778603538283,-10.615617,infected
0.5251062,3956.275394946366,2846.1707819503476,7498.525809799159,0.27850157700116007,-10.723409,infected
0.37662792,2085.568744973002,1877.7891761162207,3675.0832683802205,0.12559930575696054,-19.94241,infected
0.42538038,3309.797680845195,2600.382247571075,6034.817568608613,0.2160197034512761,-1.3337258,infected
0.5009386,2434.6932475423855,2378.2195785259805,4766.282083816705,0.11605572977088167,-2.8670006,infected
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,infected
0.38783026,3041.8864489910325,2563.0369526366703,5923.948174280836,0.18661236289321192,-18.56458,healthy
0.48542148,2495.3634984576242,2459.626209624542,5090.129468169954,0.14005741553074247,-11.878656,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.2741301,2149.0942246999966,2010.6188048389254,4112.017439910818,0.12199554089327146,-12.063625,healthy
0.29980484,1585.0478497482952,1724.1239957572368,2654.2795415820765,0.09097778603538283,-10.615617,healthy
0.5251062,3956.275394946366,2846.1707819503476,7498.525809799159,0.27850157700116007,-10.723409,healthy
0.37662792,2085.568744973002,1877.7891761162207,3675.0832683802205,0.12559930575696054,-19.94241,healthy
0.42538038,3309.797680845195,2600.382247571075,6034.817568608613,0.2160197034512761,-1.3337258,healthy
0.5009386,2434.6932475423855,2378.2195785259805,4766.282083816705,0.11605572977088167,-2.8670006,healthy
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,healthy
0.38783026,3041.8864489910325,2563.0369526366703,5923.948174280836,0.18661236289321192,-18.56458,healthy
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.2741301,2149.0942246999966,2010.6188048389254,4112.017439910818,0.12199554089327146,-12.063625,healthy
0.29980484,1585.0478497482952,1724.1239957572368,2654.2795415820765,0.09097778603538283,-10.615617,healthy
0.5251062,3956.275394946366,2846.1707819503476,7498.525809799159,0.27850157700116007,-10.723409,healthy
0.37662792,2085.568744973002,1877.7891761162207,3675.0832683802205,0.12559930575696054,-19.94241,healthy
0.42538038,3309.797680845195,2600.382247571075,6034.817568608613,0.2160197034512761,-1.3337258,healthy
0.5009386,2434.6932475423855,2378.2195785259805,4766.282083816705,0.11605572977088167,-2.8670006,healthy
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,healthy
0.38783026,3041.8864489910325,2563.0369526366703,5923.948174280836,0.18661236289321192,-18.56458,healthy
0.48542148,2495.3634984576242,2459.626209624542,5090.129468169954,0.14005741553074247,-11.878656,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.30367002,2590.090214634097,2310.5277065224836,4883.915324554089,0.1470689530162413,-11.540696,healthy
0.2741301,2149.0942246999966,2010.6188048389254,4112.017439910818,0.12199554089327146,-12.063625,healthy
0.29980484,1585.0478497482952,1724.1239957572368,2654.2795415820765,0.09097778603538283,-10.615617,healthy
0.5251062,3956.275394946366,2846.1707819503476,7498.525809799159,0.27850157700116007,-10.723409,healthy
0.37662792,2085.568744973002,1877.7891761162207,3675.0832683802205,0.12559930575696054,-19.94241,healthy
0.42538038,3309.797680845195,2600.382247571075,6034.817568608613,0.2160197034512761,-1.3337258,healthy
0.5009386,2434.6932475423855,2378.2195785259805,4766.282083816705,0.11605572977088167,-2.8670006,healthy
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,healthy
0.44207305,2810.8881656860353,2615.873531200169,5791.707205717083,0.1490447360788863,-1.7678648,healthy
0.4222374,2115.1592428152026,2064.2447154033166,4097.188227227393,0.12170323581560284,-5.5548453,healthy
0.48513913,2092.984429102034,2221.3969997915588,3998.0813152552205,0.09980876595127611,-3.7075155,healthy
0.40141052,2457.8798480136543,2483.7433379342165,4931.228418195331,0.13782559636020883,-11.372059,healthy
0.46701452,1784.8052863907842,1714.1245790732974,3141.799254096578,0.11099958309164733,-10.068058,healthy
0.45911103,1995.0124038959054,1427.5257866133468,3415.2609415784514,0.15845916110788863,-12.078607,healthy
0.32970637,1675.3838551556155,1730.2576983864221,3182.767297165023,0.08735476181844548,-9.723323,healthy
0.4450037,4789.418200640088,2698.9942768483857,7670.7085971174565,0.42032456672054597,-21.462755,healthy
0.32382077,3881.707288563657,1909.5104887189416,5877.140563823231,0.3209809128480278,-14.220139,healthy
0.41637787,3739.6477078738376,2473.3202008516355,6300.835062898782,0.3012004241589327,-13.26606,healthy
0.3047262,1864.44084808194,1980.7575956238923,3545.3298439267533,0.09874549278846154,-12.033974,healthy
0.44860265,2782.4372822702194,1585.8580292087265,4432.974911145387,0.23465371848175964,-5.375289,healthy
0.4331968,2053.224188567222,2352.393438796662,4262.184979838709,0.07721144153225806,-14.273284,healthy
0.40924898,2946.692426760161,2454.7146863962616,5449.474163011166,0.19529550645301624,-8.844646,healthy
0.34041774,5318.9466951577115,2721.554065015071,8037.705225402407,0.47805340052204176,-17.833141,healthy
0.42504334,2943.130095909709,2492.8352474292983,5349.2273600638055,0.20528997788573086,-11.040309,healthy
0.52443373,3274.8280793680424,2293.4672498319082,5929.549682333962,0.25341910165313225,-23.201473,healthy
0.3366878,3388.0997572364404,2491.6604646645837,6431.934474669781,0.20738613482603094,-12.428753,healthy
0.5066562,1365.4100405732095,1340.9603102702524,2909.2806291690836,0.07637013304814386,-1.0018505,healthy
0.16599452,246.9891777598664,419.43270784593767,403.2989501953125,0.006551106770833333,-23.817347,healthy
0.51834816,1946.4949372134902,2048.406012816329,3898.3072916666665,0.1012912326388889,-5.2613454,healthy
0.52797914,1802.061448435714,1902.2739082594553,3554.822794596354,0.09386076750578703,-3.9168403,healthy
0.27502796,3257.009994219682,2213.3040010022432,5366.0044352213545,0.19613082320601852,-10.875148,healthy
0.42314816,4028.74416932481,2823.8932842424574,7444.7560628255205,0.19886158130787038,-11.656415,healthy
0.52059495,2485.7842614389547,2651.1043941317535,5624.053955078125,0.11811433015046297,-4.6348157,healthy
0.43745577,2696.021206021568,2424.2884433813556,5314.115397135417,0.09925220630787036,-15.173161,healthy
0.16421318,404.9117589181237,443.9598040647401,754.2104085286459,0.017912688078703703,-20.971708,healthy
0.3508174,2538.121616847062,2276.4581077789535,4958.418782552083,0.13991066261574073,-15.453425,healthy
0.5413097,1806.546738857453,2374.0345866371554,3935.143025716146,0.06668882016782407,-4.350026,healthy
0.52175224,1212.2911591086302,1778.6035049033742,2411.967976888021,0.050609447337962965,0.048600655,healthy
0.32456648,1271.0033135660576,1025.0083791991192,2257.347615559896,0.07957628038194445,-20.477152,healthy
0.06485327,223.87242725411784,257.12886473540124,491.5751139322917,0.004288284866898148,-38.786415,healthy
0.44007337,2337.188336392104,2126.7792262024336,4602.72216796875,0.07458722149884259,-16.154224,healthy
0.592889,1900.9495103761426,2732.4214735025243,4816.558837890625,0.030598958333333332,-8.050069,healthy
0.4361306,3535.1799717975455,2579.3094287055437,6169.0134684244795,0.29176613136574076,-3.6360135,healthy
0.34987316,4466.287415452806,2379.997204374626,6721.748860677083,0.4204779730902778,-6.529964,healthy
0.31088564,4172.71709337266,2231.1577608333355,6148.5768636067705,0.3424027054398148,-7.010266,healthy
0.59279525,2381.282120258035,2568.810657195627,5176.0935465494795,0.10747612847222222,-3.64324,healthy
0.59969634,1974.5009488195954,2252.755536700075,4208.544921875,0.09565339265046297,-3.9711304,healthy
0.61206347,1771.0790345674743,2334.245038582703,4085.7259114583335,0.07303421585648148,2.1148496,healthy
0.6294734,1931.2385000365173,2459.930765339429,4607.108561197917,0.08233190465856481,2.4715707,healthy
0.28104773,1834.578162092311,1471.2744955148314,3598.188273111979,0.0836498119212963,-13.614426,healthy
0.21739355,1930.2516217387126,631.8036394199435,2011.6597493489583,0.16795970775462962,-41.29119,healthy
0.21739355,1930.2516217387126,631.8036394199435,2011.6597493489583,0.16795970775462962,-41.29119,healthy
0.5368403,2266.5771528812006,2794.297855362395,5931.001790364583,0.07618995949074074,-4.562174,healthy
0.59736586,1779.676901206545,2546.883046684554,4470.5322265625,0.04560230396412037,-1.5915923,healthy
0.414421,906.85855245719,1086.6054052925872,1758.245849609375,0.034731264467592594,-19.507557,healthy
0.2871208,3830.585420323464,2653.727519006032,6811.171468098958,0.2759738498263889,-6.887,healthy
0.41237876,4121.364366525957,2273.4275479396983,6522.16796875,0.32279911747685186,-6.3344264,healthy
0.3268471,2116.127612813275,1442.2579079456361,3728.783162434896,0.1750804759837963,-29.821287,healthy
0.7507383,4790.331725664153,2996.350415582458,8506.761678059896,0.4018260814525463,-13.734592,healthy
0.23657532,712.6350978645133,1104.384932611865,1702.1697998046875,0.01390697337962963,-17.56099,healthy
0.68076336,2317.4630907158494,2736.189677757473,5364.2100016276045,0.08175094039351852,3.295387,healthy
0.57843083,1089.7836693639538,1405.1282447139174,2045.5047607421875,0.05433711299189815,0.9671796,healthy
0.7956449,5136.165938186978,2934.575617467013,8666.914876302084,0.4472091109664352,-11.02678,infected
0.37997925,2192.6464160922324,2116.336821002782,4002.18505859375,0.2528347439236111,-24.360168,infected
0.6117963,5706.640064870527,2899.0392451553507,9032.879638671875,0.42888500072337965,-28.49137,infected
0.6277997,5801.193576473481,2887.244933959172,8928.104654947916,0.4742024739583333,-31.933819,infected
0.68996644,2352.6565267524534,2909.2184144814114,5722.5982666015625,0.044951262297453706,-8.1759,infected
0.65216976,2394.6923675184976,2297.1332965283777,5080.340576171875,0.14539704499421297,-0.9442948,infected
0.5733552,3969.857246243781,2563.949963679909,6877.565511067708,0.32515914351851855,-0.9976696,infected
0.5775234,3982.950852102772,2557.238361082607,6802.7475992838545,0.3258599175347222,-0.36117536,infected
0.4084781,2559.1749563484036,2310.208900340286,4988.126627604167,0.1590598777488426,-3.7206767,infected
0.47988558,2523.422836951894,2386.3629234323953,5192.1437581380205,0.14513255931712962,-9.132476,infected
0.7956449,5136.165938186978,2934.575617467013,8666.914876302084,0.4472091109664352,-11.02678,healthy
0.37997925,2192.6464160922324,2116.336821002782,4002.18505859375,0.2528347439236111,-24.360168,healthy
0.6117963,5706.640064870527,2899.0392451553507,9032.879638671875,0.42888500072337965,-28.49137,healthy
0.6277997,5801.193576473481,2887.244933959172,8928.104654947916,0.4742024739583333,-31.933819,healthy
0.68996644,2352.6565267524534,2909.2184144814114,5722.5982666015625,0.044951262297453706,-8.1759,healthy
0.65216976,2394.6923675184976,2297.1332965283777,5080.340576171875,0.14539704499421297,-0.9442948,healthy
0.5733552,3969.857246243781,2563.949963679909,6877.565511067708,0.32515914351851855,-0.9976696,healthy
0.5775234,3982.950852102772,2557.238361082607,6802.7475992838545,0.3258599175347222,-0.36117536,healthy
0.4084781,2559.1749563484036,2310.208900340286,4988.126627604167,0.1590598777488426,-3.7206767,healthy
0.47988558,2523.422836951894,2386.3629234323953,5192.1437581380205,0.14513255931712962,-9.132476,healthy
0.50176,1405.9169611575458,1714.473851725706,2632.5836181640625,0.07135009765625,4.1643143,infected
0.50254047,1185.2861350276603,1592.0439216637756,2082.390340169271,0.055544252748842594,3.8161128,infected
0.10191072,697.963509903731,708.4169893284347,1572.6715087890625,0.023588957609953703,-32.424732,infected
0.23985343,1021.8049912018146,1176.7032141897503,1705.1605224609375,0.05281349464699074,0.9076771,infected
0.550206,2663.464155205635,2717.3892797714925,6239.345296223958,0.12174479166666667,-0.33867398,infected
0.48325625,3352.517486182675,2875.1108815542443,7129.9326578776045,0.1665626808449074,-7.5747643,infected
0.31260547,2779.8368281886546,2279.2482598445954,4899.003092447917,0.16941550925925927,-8.493277,infected
0.12514086,985.6749798330806,685.6994129049194,1715.6778971354167,0.06045871310763889,-22.452568,infected
0.50176,1405.9169611575458,1714.473851725706,2632.5836181640625,0.07135009765625,4.1643143,healthy
0.50254047,1185.2861350276603,1592.0439216637756,2082.390340169271,0.055544252748842594,3.8161128,healthy
0.10191072,697.963509903731,708.4169893284347,1572.6715087890625,0.023588957609953703,-32.424732,healthy
0.23985343,1021.8049912018146,1176.7032141897503,1705.1605224609375,0.05281349464699074,0.9076771,healthy
0.550206,2663.464155205635,2717.3892797714925,6239.345296223958,0.12174479166666667,-0.33867398,healthy
0.48325625,3352.517486182675,2875.1108815542443,7129.9326578776045,0.1665626808449074,-7.5747643,healthy
0.31260547,2779.8368281886546,2279.2482598445954,4899.003092447917,0.16941550925925927,-8.493277,healthy
0.12514086,985.6749798330806,685.6994129049194,1715.6778971354167,0.06045871310763889,-22.452568,healthy
0.4272191,1552.703178774787,970.9293918861704,2484.1122797636312,0.12860716357308585,-12.042346,infected
0.4272191,1552.703178774787,970.9293918861704,2484.1122797636312,0.12860716357308585,-12.042346,infected
0.36550683,1644.6966448822461,1128.9001958796835,2767.5971536075367,0.12323596430759803,-6.680591,infected
0.48437086,2172.247565561374,2324.2758738377233,4524.370785600348,0.10500086100638051,-1.0845059,infected
0.37262592,3436.5134804924483,2576.7357148595397,6392.5884910636605,0.23479757286832947,-12.388951,infected
0.40820646,2535.7197928823416,2641.5848706230913,5468.08464599043,0.11878376051334107,-10.1316395,infected
0.569914,3153.8012241003353,2584.7458130816967,6429.884398564385,0.1759330590197216,-7.5533,infected
0.42783663,3174.65223538973,2525.70339460071,5774.220845870795,0.21502614740429235,-19.537622,infected
0.5788357,1406.691268147176,1341.590785012079,2850.306746983292,0.0787486463490099,-7.683414,infected
0.4183845,2075.0044343240284,1628.6063724660626,3276.044536687935,0.1637804071200696,-13.918662,infected
0.42524537,2812.6845647181103,2752.141309171059,6071.314099659223,0.13657827001160092,-19.339565,infected
0.44209504,1167.21339587903,924.3229449530256,2044.4052711716938,0.08549113616589327,-12.185203,infected
0.4435749,3276.733968178935,2559.1202876257935,6476.772823466502,0.23104199898491878,-17.97366,infected
0.4132118,2590.890815787005,2160.417414120329,4688.695080445545,0.16473449102722773,-9.797303,infected
0.44631657,3552.095098868033,2795.229093069135,6914.731196073811,0.21871374709976799,-20.298439,infected
0.32748482,2819.8964778347345,2559.9326168383145,5743.4198720272625,0.14769998006090487,-25.253752,infected
0.49719658,3164.47055763843,2763.316406537134,6368.533657564975,0.21105352722772278,-19.99593,infected
0.60201305,3544.500999585424,2537.331065595672,6510.146790258846,0.2737037322360789,-20.044302,infected
0.36716634,2349.8426920348184,2211.9032667391316,4521.298182370215,0.12659626051334108,-12.498786,infected
0.4158396,3814.270975797959,2891.170069074235,7240.152352813225,0.24848870722157773,-7.358151,infected
0.44528455,1543.938823302271,1057.7788440127176,2717.1804760005803,0.11859003407772621,-13.243655,infected
0.33195046,2809.9249716834665,2963.279256625422,6647.514637108468,0.12477795098607888,-15.86285,infected
0.44890684,3412.5452920419343,2824.5732448433923,6993.369854353973,0.20845644214037123,-23.189209,infected
0.55666775,2971.838435597395,2603.328417023548,5992.22579212587,0.1822943101073086,-24.717152,infected
0.6274797,5099.052485144716,3044.4068585809773,8284.9306640625,0.4619893973214286,-26.797434,infected
0.49806044,2829.3423008416758,2762.606553861986,6078.708331822796,0.14036669808584687,-17.856575,infected
0.52760106,1703.7184952869477,1162.6719597739148,3091.6938431766057,0.13639920202599387,-11.8393,infected
0.35576335,2057.1398662966326,1751.2672650571694,3411.103723404255,0.13583684249408984,-22.834526,infected
0.4325272,3103.3806307214018,2609.524642403158,6182.227582112819,0.19429968459976799,-19.636322,infected
0.29514658,1524.4045911373826,1464.6350352777185,2620.73071119127,0.08550133229408352,-5.340437,infected
0.41611552,2803.6511546405522,2283.0241524001826,5167.943769485933,0.18883795859918792,-5.4182506,infected
0.3809154,2226.0596181991878,2550.6167054355938,5012.46504993837,0.07464812028712298,-3.6369085,infected
0.48240015,3503.8053966026855,2714.9001667341972,6641.64421630293,0.26048615139211134,-18.851183,infected
0.52195674,3778.8957521966813,2780.261819752024,7085.922658968968,0.2885855477813225,-23.798763,infected
0.5457079,2254.9194595914614,2197.2692463257977,4907.771715487239,0.134797346287703,-13.382833,infected
0.46475387,1402.4452984160112,1251.6681931676283,2439.9966919228536,0.09879481764791183,-16.9349,infected
0.36469865,2629.2452362097124,2423.7057158870234,5226.9977047382545,0.15243324934744779,-16.436228,infected
0.4420179,1608.0192459199825,1246.5224813586715,2971.207323539008,0.1190420624274942,-9.07169,infected


























0.27416,1956.22,1874.87,3531.45,0.10476,-202.13,healthy
0.36377,3720.67,2743.9,7301.86,0.08436,-83.306,healthy
0.51309,1806.5,2115.54,3838.94,0.12488,-417.97,healthy
0.44326,2542.48,2273.38,4915.2,0.10258,-268.77,healthy
0.16533,971.369,769.155,1842.5,0.14342,-487.9,healthy
0.57057,4208.66,3173.54,8281.56,0.10832,-373.07,healthy
0.4081,3039.96,2367.84,5634.77,0.08942,-191.74,healthy
0.3462,2123.75,1930.96,4456.96,0.13204,-280.82,healthy
0.22539,1207.3,1230.82,2552.62,0.07226,-399.47,healthy
0.12126,583.788,470.231,1111.3,0.09244,-318.85,healthy
0.29895,1854.85,2348.3,4293.95,0.10332,-162.51,healthy
0.43418,2358.21,2759.58,5648.43,0.12143,-356.18,healthy
0.14128,1076.18,937.321,2065.6,0.08452,-478.2,healthy
0.54073,2654.26,2633.74,5627.02,0.09192,-515.06,healthy
0.58568,1938.61,1856.35,3584.2,0.09451,-489.43,healthy
0.40946,2449.93,2915.44,6491.2,0.11802,-304.95,healthy
0.15732,892.87,833.58,1782.57,0.09046,-428.98,healthy
0.42067,1670.79,1485.26,3421.79,0.10965,-300.75,healthy
0.23019,1244.36,1017.93,2269.57,0.07231,-317.09,healthy

0.49069,2157.77,2278.33,4453.58,0.1067,-35.127,healthy
0.4183,2003.36,2012.26,3789.64,0.1422,-48.387,healthy
0.54727,3012.25,2760.52,5786.91,0.2454,-31.032,healthy
0.35811,2001.6,2115.54,3323.28,0.1022,-45.452,healthy
0.38114,2041.13,2055.63,3438.56,0.0721,-41.133,healthy
0.40028,2664.13,2563.94,5518.18,0.1436,-36.29,healthy
0.39402,1802.63,1754.28,3199.83,0.0728,-43.661,healthy
0.17799,1383.58,762.56,1407.69,0.0204,-15.352,healthy
0.53793,2203.38,2007.48,4077.45,0.1295,-29.857,healthy
0.27602,1080.41,1038.2,2066.92,0.0984,-33.903,healthy
0.29091,2130.35,1959.92,4115.58,0.0931,-17.671,healthy
0.23325,1460.38,1257.41,2698.1,0.0876,-23.282,healthy
0.4314,2639.75,2519.67,5278.43,0.095,-20.481,healthy
0.42897,1987.4,1985.28,3941.73,0.1062,-89.407,healthy
0.1824,873.54,815.22,1730.0,0.0358,-12.727,healthy
0.20009,958.88,687.72,1387.01,0.0251,-21.341,healthy
0.38639,2748.15,2766.89,5486.26,0.1402,-30.745,healthy
0.1411,344.44,1955.4,646.6,0.0156,-21.933,healthy
0.37805,2604.6,2524.6,5251.31,0.1464,-29.063,healthy
0.51949,3261.32,2508.8,6042.1,0.1436,-30.21,healthy
0.12496,1324.5,1310.6,2447.33,0.0273,-16.738,healthy
0.16364,1308.2,1261.53,2502.82,0.0302,-13.584,healthy
0.16364,997.37,960.3,2013.44,0.0302,-13.562,healthy
0.18334,1684.35,1444.51,3210.4,0.0379,-12.924,healthy
0.11626,1541.5,1263.91,2484.66,0.0294,-20.693,healthy
0.27353,2093.06,2203.85,4205.93,0.1025,-24.765,healthy
0.1557,2714.33,2528.85,5424.87,0.158,-34.682,healthy



0.4112,1555.65,1418.6,2870.74,0.133998,-340.588013,covid
0.4421,2337.19,2126.78,4602.72,0.07459,-16.154224,healthy
0.5929,1900.95,2732.42,4816.56,0.0306,-8.050069,healthy
0.4361,3535.18,2579.31,6169.01,0.29177,-3.6360135,healthy
0.3499,4466.29,2379.99,6721.75,0.42048,-6.529964,healthy
0.3109,4172.72,2231.16,6148.58,0.3424,-7.010266,healthy
0.5928,2381.28,2568.81,5176.09,0.10748,-3.64324,healthy
